note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword
644085280000000027000968,normal,找AI绘画工具，看这个榜单就够了！,"🔥就在去年，当AI绘画作品在比赛中获奖后，大家发现AI绘画的效果已经远超人类画师了。
我在使用多款AI绘画工具后，整理了一个AI绘画工具榜单，如果你在找一款适合你的AI绘画工具，看这个榜单就够了👇
1⃣️ Midjourney：公认超强绘画AI，输入描述，快速为你生成插画、真实图像
2⃣️ Stable diffusion：用途广泛的绘画AI，输入简单描述，自动生成海报、图片、插画
3⃣️ Playground AI：壁纸绘画AI，生成独属于你的艺术插画与壁纸
4⃣️ Lucidpic：人像绘画AI，输入简单描述，为你生成真实的人像
5⃣️ Pebblely：产品绘画AI，可以生成商品的ins风格照片
6⃣️ Fy! Studio：创意绘画AI，把你的奇思妙想生成为插画
7⃣️ Civitai：卡通绘画AI，输入简单描述，快速帮你生成插画
8⃣️ NightCafe Studio：AI绘画工具，可快速生成插画与图像
9⃣️ Mage：绘画AI，输入描述，快速为你生成创意绘画
🔟 文心一格：国产绘画AI，能用，但是出图效果可能较为魔幻
#AI绘画有点东西[话题]# #ai[话题]# #AI[话题]# #Ai绘画[话题]# #AI插画[话题]# #实用APP安利[话题]# #宝藏APP[话题]# #不懂就问有问必答[话题]#",,1681949992000,1681949993000,5d0caf5e0000000016023baf,汤姆喵喵,https://sns-avatar-qc.xhscdn.com/avatar/63df93f32f73a51d118d01c6.jpg,3.8万,3.9万,537,5441,,"http://sns-webpic-qc.xhscdn.com/202409132220/0a8bb14673bc4ea7687e272d469def25/1000g0082capvp3eh80005n8cltf5ketf81i204g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/1ce4b72908bf74dfe0bcb6c86f34b11b/1000g0082capvp3eh800g5n8cltf5ketfjh01e0o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/065999d6d8a78cb14e19fdddf0e84f04/1000g0082capvp3eh80105n8cltf5ketf6qvk450!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/2a745adefe26f46ef2c92a30024e25cf/1000g0082capvp3eh801g5n8cltf5ketfb00ife0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/dd1a08bee83b6c3ed2a93c0ce5890fe8/1000g0082capvp3eh80205n8cltf5ketfmmc3fj0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/dad5ae6e6ec62641e5222fc2cc21ab4c/1000g0082capvp3eh802g5n8cltf5ketf8ouq15g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/15a73c203c2c4d21a8353a018823d207/1000g0082capvp3eh80305n8cltf5ketfosv4r60!nd_dft_wlteh_webp_3","AI绘画有点东西,ai,AI,Ai绘画,AI插画,实用APP安利,宝藏APP,不懂就问有问必答",1726237235016,https://www.xiaohongshu.com/explore/644085280000000027000968?xsec_token=ABXecfAzBPEP-xXFuQ25lGe2knp9q4WnDn1dX0vIRhgjc=&xsec_source=pc_search,AI生成图像
6436ad98000000001203208f,normal,全网垂直领域最热AI工具榜单，亲测好用,"自从ChatGPT🔥了以后，现在各个领域的AI工具层出不穷，通过网上的分享以及个人亲身体验总结了10款各个领域最热且实用的AI工具分享给大家～
	
1⃣ChatGPT：智能聊天机器人，像知识型哆啦A梦似的，可以根据聊天的上下文进行互动，真正像人类一样来聊天交流～
2⃣Midjourney：只要关键字，就能通过AI算法生成相对应的图片，还可以选择不同画家的艺术风格，识别特定镜头或摄影术语，效果超赞！
3⃣Notion AI：通过AI 的方式快速整理笔记、写文章、条列大纲、制作表格、检查文法等
4⃣Tome：输入文本描述便可生成精美PPT，可以使创作者能够快速简单地从头开始构建整个故事、演示文稿或大纲
5⃣Palette.fm：上传图片，输入文本描述，AI便可以自动为图片上色
6⃣Remove.bg：上传图片自动去除背景。无论是想让图片背景变透明（PNG），还是给照片添加白色背景都可以通过它自动实现
7⃣Fliki：在 2 分钟内就可以实现将文本变成带有 AI 语音的视频！支持75 种不同语言的900 多种声音，让声音不再机器化
8⃣AutoDraw：设计AI，仅通过随手涂鸦便可联想到实际想画的图案
9⃣Copilot：专为程序员定制，可实现从代码注释到可执行代码的转换，和自动补全代码块等多项代码编译功能
🔟文心一言：对中文的理解绝了，聚会的时候可以玩升级版的“你画我猜”[doge]
	
[偷笑R][偷笑R][偷笑R]关于这些工具有什么使用心得，欢迎在评论区交流分享呀[满月R]
	
#ai[话题]# #ChatGPT[话题]# #笔记灵感[话题]# #APP[话题]# #学习[话题]#",,1681304984000,1681304985000,5eee2b37000000000101ea9a,伊萧的AI研究,https://sns-avatar-qc.xhscdn.com/avatar/6429a2d9e33a6ed3c515f086.jpg,2.8万,3.6万,229,2520,,"http://sns-webpic-qc.xhscdn.com/202409132220/913789fe1608b1c9279da67c596b108b/1000g0082b4bnkaigu0605nne5crgbqkqt9chak8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/59856e2e758d0c5397f18af8fbec33a2/1000g0082b4bnkaigu06g5nne5crgbqkq8amvc7g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/072fc4c41b08426d2b7835afcf64dc09/1000g0082b4bnkaigu05g5nne5crgbqkqjja7hj0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/43db36063a15d9bff690620b347e9232/1000g0082b4bnkaigu0505nne5crgbqkqtrlnhbo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/85853814646df63ea019ab8222362597/1000g0082b4bnkaigu02g5nne5crgbqkqqitvdjg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/13d36894eff44d1cd0b1822cc87ee05b/1000g0082b4bnkaigu0205nne5crgbqkqvejbje0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/268947c3c05331b6922afa28f73f1734/1000g0082b4bnkaigu03g5nne5crgbqkqidu6ovg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/a6243df1eabba9d118a44a40ec6546d5/1000g0082b4bnkaigu04g5nne5crgbqkqihklmo0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/06cd726f8c9b168c10802e83e0cb9354/1000g0082b4bnkaigu00g5nne5crgbqkqa9ov4h0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/11dee55b378ab83a2efc7658bdc28422/1000g0082b4bnkaigu0005nne5crgbqkqong8jp0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/d05823a7ae5f458643a9f6f5f0abb594/1000g0082b4bnkaigu01g5nne5crgbqkql5gm268!nd_dft_wlteh_webp_3","ai,ChatGPT,笔记灵感,APP,学习",1726237235022,https://www.xiaohongshu.com/explore/6436ad98000000001203208f?xsec_token=ABO4PkqGddbJeuog_-KF8MyCweBxb_vXg9U6M1GFIIp9c=&xsec_source=pc_search,AI生成图像
66603647000000000e030953,normal,白嫖党必看｜这些热门Ai平替工具巨香🤫,"🎈今给大家们整理了 7 款付费 AI 工具的免费替代工具！
😍简直不要太香！不是大厂的 AI 工具咱用不起，而是白嫖的平替工具更有性价比！
而且出来的效果几乎差不多，不信的话大家可以去试试，反正又不花钱，学会了还能省下一笔！🤩
聊天对话：chatgpt 平替👉coze
图片生成：Midjourney 平替👉Leonardo AI
视频生成：Sora 平替👉Runway
PPT 制作：Gamma👉讯飞智文
音乐生成：StableAudio 平替👉splashPro
图片修复：Magnific AI 平替👉upscayl
笔记生成：NotionAl 平替👉FlOWUSAI
	
持续关注，会不断更新更多 AI 实用工具！🎉
#AI工具[话题]#  #ai实用工具[话题]#  #职场干货[话题]#  #打工人必备[话题]#  #好用的ai工具[话题]#  #AI付费[话题]#  #干货分享[话题]#",,1717581383000,1717581509000,60f23d530000000001008c7d,智能AI君,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312itfjtj7m5g5o7i7l9g933tlmt4e18,9291,1.5万,204,1356,,"http://sns-webpic-qc.xhscdn.com/202409132220/ded7ae6970d7ee3d387b18a38e88122f/1040g2sg313lktot2he6g5o7i7l9g933tq3qo300!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/670a15a346d25317a8474065e707e9ab/1040g2sg313lktot2he605o7i7l9g933trfv4prg!nd_dft_wlteh_webp_3","AI工具,ai实用工具,职场干货,打工人必备,好用的ai工具,AI付费,干货分享",1726237235042,https://www.xiaohongshu.com/explore/66603647000000000e030953?xsec_token=ABE1kn2SpdHCur5IUP-hWlc61FROq0AuNHO8uEY1Wbl0Y=&xsec_source=pc_search,AI生成图像
65d8189d00000000070270c3,normal,Sora爆火！40款AI推荐，让AI成为你的工具人,"Sora爆火出圈❗
AIGC的最后一块阵地也沦陷了
Sora母公司OpenAI又赢麻了🤙
Sora，一个文本生成视频的AI工具
从Sora官网展示的视频来看，
Sora生成的视频非常惊艳，
且最长可达60s💯
-
AI领域的发展，用日新月异来形容简直不为过
从去年风靡全球的ChatGPT、Midjourney，再到最新的Sora
这3款典型的AI工具分别对应AIGC的3块阵地——AI生成文本、AI生成图片、AI生成视频
原先包含的信息量最大的内容媒介“视频”
被看作是AI技术最难攻克的领域
此刻也随着Sora的出现不攻自破，
AIGC的最后一块堡垒也被AI攻陷了。
-
如果你也对AI技术持有乐观的态度，
想借助AI工具达成更多目标，
☑那不妨看小博精心整理的40款高效AI工具，
相信你能从中找到助你提效的那一款！
-
1️⃣AI写作工具和文本生成器
ChatGPT、boardmix AI、Writer、Notion AI、ShortlyAI
·
2️⃣AI视频生成工具和编辑器
Sora、Runway、Unscreen、Descript、Topaz Video AI
·
3️⃣AI绘画工具和艺术生成器
Stable Diffusion、boardmix AI、DALL-E、Pixso AI、Picsart
·
4️⃣AI项目管理工具
boardmix、Smartsheet、ClickUp、Zoho Projects、Airtable
·
5️⃣AI设计工具
Fontjoy、Looka、Design Beast、Pixso、canvas
·
6️⃣AI商业工具
Namelix、Textio、Flatlogic、Weblium、Zia
·
7️⃣AI笔记工具
GoodNotes、boardmix、Otterai、Microsoft Office Lens、Quip
·
8️⃣AI团队协作工具
ProProfs Project、Todoist、boardmix、Teamwork、Asana
#ai[话题]#  #AI[话题]#  #sora[话题]#  #sora视频[话题]#  #ai关键词[话题]#  #AI教程[话题]#  #ai画画[话题]##AI工具[话题]# #AI视频[话题]# #Ai绘画[话题]# #Sora[话题]# #chatgpt[话题]# #chatgpt[话题]# #ai工具[话题]# #这些ai工具你用过几款呢？ [投票]#",,1708660893000,1708912369000,61e4d8a20000000010007307,boardmix博思白板,https://sns-avatar-qc.xhscdn.com/avatar/660120013af7030001369fa1.jpg,7839,1.1万,113,1229,,"http://sns-webpic-qc.xhscdn.com/202409132220/f4f1de144c2877e62c24146ad6b0c3b5/1040g2sg30vkf4plmm21g5of4r2h40so7oel43ko!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/c869942f6023b142a4008537213816c0/1040g2sg30vkf4plmm2005of4r2h40so713ons1g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/ad72080758c1ffd95212bdb4ebd760ca/1040g2sg30vkf4plm622g5of4r2h40so7ecs50mg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/e517c65f9782129639438daa4416826a/1040g2sg30vkf4plm623g5of4r2h40so7r61nmlo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/2ad2151adca7d8f5b74834379dcd5e51/1040g2sg30vkf4plm62405of4r2h40so7qojr2ko!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/e5b2ede677d2107404ab1f6c1324a101/1040g2sg30vkf4plmm2105of4r2h40so7curdafg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/7dde8aac9a709fef1977e66d0583db49/1040g2sg30vkf4plmm20g5of4r2h40so71dbjfg8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/883979e660dbe4c34a4ccee142eca551/1040g2sg30vkf4plm62305of4r2h40so730hk950!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/a7df7f977244747bc781d6fb21498a9b/1040g2sg30vkf4plm62205of4r2h40so7cqk34u0!nd_dft_wlteh_webp_3","ai,AI,sora,sora视频,ai关键词,AI教程,ai画画,AI工具,AI视频,Ai绘画,Sora,chatgpt,ai工具",1726237235061,https://www.xiaohongshu.com/explore/65d8189d00000000070270c3?xsec_token=ABH1XcRhXcdIxszttkeZuZLfoOAzy9hOe8C-l3NuEEn50=&xsec_source=pc_search,AI生成图像
64b8d7860000000017019e68,normal,用AI生成了一堆自己，感觉没必要拍职业照了,大部分生成照片的眼皮部分，单双眼皮特别精准。但有些美化的太过了，简直是诈骗的程度[失望R][失望R][失望R]#生活记录[话题]# #日常分享[话题]# #我的日常[话题]#,,1689835398000,1689835399000,5e341638000000000100b81d,葛源律师,https://sns-avatar-qc.xhscdn.com/avatar/636383b417003e21a616e5a1.jpg,7461,4482,441,864,,"http://sns-webpic-qc.xhscdn.com/202409132220/a94602168b347296e9f946ee5a207f88/1000g0082r0q6op2jq0005nhk2os09e0tcoq6qm0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/44a975d3e959f91c1d8ca2070650d6fa/1000g0082r0q6op2jq00g5nhk2os09e0tetr452g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/7eed4cf5f55eb45471e3d83c48e6be8b/1000g0082r0q6op2jq0105nhk2os09e0t5hfgt1g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/85b86e1d991089ab04d200c999376bb1/1000g0082r0q6op2jq01g5nhk2os09e0tgme5bp8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/d1f9e485ada3bb61813b293b813c2ecf/1000g0082r0q6op2jq0205nhk2os09e0te7uh1i0!nd_dft_wlteh_webp_3","生活记录,日常分享,我的日常",1726237235080,https://www.xiaohongshu.com/explore/64b8d7860000000017019e68?xsec_token=ABv0T6Fx9fzXRvLfASCWXac4N_MnJ-_a3NGtPaZoCnvow=&xsec_source=pc_search,AI生成图像
63c53012000000001b024d46,video,你要找的Ai这里都有，全网最大的Ai工具网站！,#这个网站真好用[话题]# #ai[话题]# #AI[话题]# #AI教程[话题]# #Ai绘画[话题]# #我和AI有画说[话题]# #人工智能[话题]# #知识分享[话题]# #ai作画[话题]#,http://sns-video-bd.xhscdn.com/pre_post/1000g0cg1t90rv7kf60005nh40dag8d4a215kg80,1673867282000,1673867283000,5e240355000000000100348a,码农的作业本,https://sns-avatar-qc.xhscdn.com/avatar/637c8d52df58341e4d451efa.jpg,7092,1.3万,17,1340,,http://sns-webpic-qc.xhscdn.com/202409132220/2e76cbe698e68519d1ac4666ab3d2100/1000g0081t91afruf40005nh40dag8d4afqgr6hg!nd_dft_wlteh_webp_3,"这个网站真好用,ai,AI,AI教程,Ai绘画,我和AI有画说,人工智能,知识分享,ai作画",1726237235101,https://www.xiaohongshu.com/explore/63c53012000000001b024d46?xsec_token=ABfRIH3y47DbZHuE8iilv98G4ZFmsigxK-NSPG3Mfhwq8=&xsec_source=pc_search,AI生成图像
66bc8ba9000000001e01ff8f,normal,当一块被吐掉的口香糖被ai爆改进化后,"原图真是一个痛苦面具，在它脸上酸甜苦辣咸好像都有体现，这位缴口香糖的也绝对堪称为大师了，这么痛苦的背后到底隐藏着什么，来看看ai进化后的样子吧
#AI生成[话题]# #艺术作品[话题]#  #AI绘画有点东西[话题]# #人工智能艺术[话题]# #AI画图[话题]# #万物皆可进化[话题]#  #纳西妲[话题]#    #搞笑[话题]# #搞笑[话题]#  #驯服ai[话题]#",,1723632553000,1723632554000,6428f9f30000000011023ad8,天茫,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315ti5lnpgq005p18v7pkcemo7en6kb8,6981,2207,1240,135,,"http://sns-webpic-qc.xhscdn.com/202409132220/24882d78dc240ef3e200678e75ef71e8/1040g008316fq99u60m005p18v7pkcemo8jnakk0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/17dcf2984a552e46b1f23eba8e397c36/1040g008316fq99u60m0g5p18v7pkcemo5slfujg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/14bf7c95fa47aa18dbdc1e4eb2c8d60d/1040g008316fq99u60m105p18v7pkcemova3pveo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/5257389dac25da05e0fa48cb476bf6ea/1040g008316fq99u60m1g5p18v7pkcemoi529g40!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/e2921d489ae6aa0c26deab90c6bc5638/1040g008316fq99u60m205p18v7pkcemo9aesgl0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/c9c10df175af6d8eb66f30a3ef21743a/1040g008316fq99u60m2g5p18v7pkcemo0mf1le8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/c2446eb4de9b44828683ad5763563af1/1040g008316fq99u60m305p18v7pkcemopm7c378!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/8f89d04812c6d1f5a80d05d76466498a/1040g008316fq99u60m3g5p18v7pkcemo3g17p80!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/32d0f7d050d81fbdd903e7f45937bbae/1040g008316fq99u60m405p18v7pkcemogdoo7k0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/e454860ac73615f096d3c1af980b798c/1040g008316fq99u60m4g5p18v7pkcemo9legaig!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/5550b577543e2edfa49003a6580c6df4/1040g008316fq99u60m505p18v7pkcemo2i1shpg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/f2534470dc501eebdb166141abeea53b/1040g008316fq99u60m5g5p18v7pkcemosbau4n0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/45d3ed292a13255816d9b6dbe0dff3ff/1040g008316fq99u60m605p18v7pkcemo3f72t6o!nd_dft_wlteh_webp_3","AI生成,艺术作品,AI绘画有点东西,人工智能艺术,AI画图,万物皆可进化,纳西妲,搞笑,驯服ai",1726237235123,https://www.xiaohongshu.com/explore/66bc8ba9000000001e01ff8f?xsec_token=ABGxt5ZWk3DhpJMhjAeqzt-H7wVo7OfzoUx6Jgqptp00s=&xsec_source=pc_search,AI生成图像
641f19ad0000000012033888,normal,我试着用AI生成自己的照片,有点后悔当初读本科的时候没有好好修我的Machine learning 和AI的课哈哈。都混过去了。#新加坡[话题]# #AI生成[话题]# #留学生[话题]#,,1679759789000,1679759789000,5c7cf9d7000000001600b54b,Adler_p,https://sns-avatar-qc.xhscdn.com/avatar/64d3548a8fa89d8e07ba8f89.jpg,6312,738,115,49,,"http://sns-webpic-qc.xhscdn.com/202409132220/ec5936bdd5e2e3d4cb737f46fa3411fd/1000g0082888gchkfs0005n3sv7blhdab2cdjjq0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/668ac2ab0214e58c0d02831de756ea01/1000g0082888gchkfs00g5n3sv7blhdabppf6ia8!nd_dft_wlteh_webp_3","新加坡,AI生成,留学生",1726237235142,https://www.xiaohongshu.com/explore/641f19ad0000000012033888?xsec_token=ABYMzZ1kQ-V8wuGGP08ZEtVD6xQjNnAbVMo7XKF6c7sNs=&xsec_source=pc_search,AI生成图像
644b2d1e000000000800db28,normal,私藏🔥来自清华建筑生的㊙️密武器,"虽然midjourney诞生后，身边的人都想利用它来做效果，但遗憾也只能找找灵感[笑哭R]
DDDD，因为离原图的差距实在太大了，其实除了色调能参考外，根本没法用。
⚠️⚠️⚠️
所以分享一个我自己最喜欢的宝藏网站:【To0 space】
它不需要下载任何插件！
在网页上就可以处理图片！
而且建筑风格、场景和材质都可以直接调，就像一个网页版渲染器！
	
[爆炸R][爆炸R][爆炸R]并且操作非常傻瓜:
上传一张白模截图，选择风格、背景、建筑材质（可以多选），点击一键生成，就直接得到效果图；
也可用文字来描述场景中的一些细节（和上一步可以叠加使用）；甚至还可以直接上传参考图！
————————————
真的好用到离谱😭
#建筑设计[话题]# #建筑效果图[话题]#  #midjourney[话题]#  #建筑出图[话题]# #Ai绘画[话题]# #渲染图[话题]# #建筑设计图纸[话题]# #建筑学保研[话题]# #建筑学考研[话题]# #建筑留学[话题]# #建筑学[话题]#",,1682648350000,1717424335000,601684ec0000000001000a2c,多芸转甜,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3111pp0td6m6g5o0mgjm082hcp7s3h60,5899,7323,1274,700,,"http://sns-webpic-qc.xhscdn.com/202409132220/c4e3c890b2abcf8042d288e60c7a21e0/1000g0082dke06lugm06g5o0mgjm082hcc3igbvo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/a4fe2ee164c7de0603c9bb42de292e76/1000g0082dke06lugm0605o0mgjm082hccoa2tlo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/ecd11984ca9edd78124e3e0d1daba805/1000g0082dke06lugm05g5o0mgjm082hc0ubu220!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/f211bf70dc5c5d0e4d306994b885d773/1000g0082dke06lugm0505o0mgjm082hcsm6lpp8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/c11d732bb3de3292b8d452bb64c50ab0/1000g0082dke06lugm04g5o0mgjm082hcg2f3100!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/8372b4510190b0c86254b6179c7fca34/1000g0082dke06lugm0405o0mgjm082hc5ip0gq8!nd_dft_wgth_webp_3","建筑设计,建筑效果图,midjourney,建筑出图,Ai绘画,渲染图,建筑设计图纸,建筑学保研,建筑学考研,建筑留学,建筑学",1726237235160,https://www.xiaohongshu.com/explore/644b2d1e000000000800db28?xsec_token=ABO8k3lRNJhrofo1vIJxILliPuXGFJ6_4sjsUfPJO4irU=&xsec_source=pc_search,AI生成图像
64a371d2000000001a013e0b,normal,GPT➕Midjourney简单几步拯救你的海报设计😍,"[汗颜R]不会画画，也不会写文案，更不会英文，怎么用Midjourney 画画呢⁉️
	
[满月R]既然什么都不会，那不如全都交给 Al做吧，今天教大家用GPT辅助 Midjourney生成图片的方法，让你的工作效率直线上升[暗中观察R]
	
👇步骤如下👇
[一R]确定画面场景
[二R]确定画面主体
[三R]确定画风/风格
[四R]确定画面质量/细节
[五R]整理总结关键词
1️⃣—4️⃣都可以让GPT给你更专业的名词短语，并让它翻译为英文
	
⚠️最后给大家分享两个适合 Midjourney的描述公式：
[一R]主体描述＋细节描述＋绘图风格 +midjourney 参数
[二R]图片链接＋元素描述（表情、动作、穿着、品种）＋AI设定
	
[举手R]最后，我也是在使用摸索中，大家有更好的办法欢迎评论交流呀！
	
#AI[话题]##AIGC[话题]# #海报设计[话题]# #midjourney[话题]# #midjourney关键词[话题]# #gpt[话题]# #chatgpt[话题]# #分享学习方法[话题]# #玩转人工智能[话题]# #AI工具[话题]# #设计[话题]#",,1688433107000,1688434767000,647fe6ce000000001001cae2,艾文AI实战咨询,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30q43djinn4005p3vsr743in2e2a81so,3113,3162,195,503,,"http://sns-webpic-qc.xhscdn.com/202409132220/50fa42a99cf3870db89166422c7ea0ec/1000g0082od7hef4k80705p3vsr743in2uhmlku0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/37166b99d2d16f0e8e356d7ac74a7d98/1000g0082od7hef4k807g5p3vsr743in2grdbvho!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/6eab8955c02c6ad651f45c1e672881a2/1000g0082od7hef4k80805p3vsr743in24lnq1p0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/23a919fc6da7d57a16dca3f3f65e67cc/1000g0082od7hef4k808g5p3vsr743in2vvp9ep0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/82c32dadc72fa6b113372808c940b0cf/1000g0082od7hef4k80905p3vsr743in2bcb35lg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/8e7443464355ac4d970b05ce9a1bdfaa/1000g0082od7hef4k809g5p3vsr743in2en9if0o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/7120241060984ecfc4e4c60d219cc416/1000g0082od7hef4k80a05p3vsr743in2venj0k8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/6bfe91bcb1f5437006e16f73754ab2f8/1000g0082od7hef4k80ag5p3vsr743in2ja05lp8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202409132220/39b196ccfacd2ecf23a3a766bf896873/1000g0082od7hef4k80b05p3vsr743in2j9a0ceo!nd_dft_wlteh_webp_3","AI,AIGC,海报设计,midjourney,midjourney关键词,gpt,chatgpt,分享学习方法,玩转人工智能,AI工具,设计",1726237235179,https://www.xiaohongshu.com/explore/64a371d2000000001a013e0b?xsec_token=AB9RGgugkjQYKkkebY1hh_XGJw27lJfxPPEoLOY1K6hbw=&xsec_source=pc_search,AI生成图像
